Aseguradora;Edad;Precio;Indemnizacion
map_02;1;5,37 €;12.000 €
map_02;2;5,37 €;12.000 €
map_02;3;5,37 €;12.000 €
map_02;4;5,37 €;12.000 €
map_02;5;5,37 €;12.000 €
map_02;6;5,37 €;12.000 €
map_02;7;5,37 €;12.000 €
map_02;8;5,37 €;12.000 €
map_02;9;5,37 €;12.000 €
map_02;10;5,37 €;12.000 €
map_02;11;5,37 €;12.000 €
map_02;12;5,37 €;12.000 €
map_02;13;5,37 €;12.000 €
map_02;14;5,37 €;12.000 €
map_02;15;5,37 €;12.000 €
map_02;16;5,37 €;12.000 €
map_02;17;5,37 €;12.000 €
map_02;18;5,37 €;12.000 €
map_02;19;5,37 €;12.000 €
map_02;20;5,37 €;12.000 €
map_02;21;5,37 €;12.000 €
map_02;22;5,37 €;12.000 €
map_02;23;5,37 €;12.000 €
map_02;24;5,37 €;12.000 €
map_02;25;5,37 €;12.000 €
map_02;26;5,37 €;12.000 €
map_02;27;5,37 €;12.000 €
map_02;28;5,37 €;12.000 €
map_02;29;5,37 €;12.000 €
map_02;30;5,52 €;12.000 €
map_02;31;5,52 €;12.000 €
map_02;32;5,52 €;12.000 €
map_02;33;5,52 €;12.000 €
map_02;34;5,52 €;12.000 €
map_02;35;6,06 €;12.000 €
map_02;36;6,06 €;12.000 €
map_02;37;6,06 €;12.000 €
map_02;38;6,06 €;12.000 €
map_02;39;6,06 €;12.000 €
map_02;40;7,09 €;12.000 €
map_02;41;7,09 €;12.000 €
map_02;42;7,09 €;12.000 €
map_02;43;7,09 €;12.000 €
map_02;44;7,09 €;12.000 €
map_02;45;9,65 €;12.000 €
map_02;46;9,65 €;12.000 €
map_02;47;9,65 €;12.000 €
map_02;48;9,65 €;12.000 €
map_02;49;9,65 €;12.000 €
map_02;50;13,17 €;12.000 €
map_02;51;13,17 €;12.000 €
map_02;52;13,17 €;12.000 €
map_02;53;13,17 €;12.000 €
map_02;54;13,17 €;12.000 €
map_02;55;22,25 €;12.000 €
map_02;56;22,25 €;12.000 €
map_02;57;22,25 €;12.000 €
map_02;58;22,25 €;12.000 €
map_02;59;22,25 €;12.000 €
map_02;60;30,84 €;12.000 €
map_02;61;30,84 €;12.000 €
map_02;62;30,84 €;12.000 €
map_02;63;30,84 €;12.000 €
map_02;64;41,55 €;12.000 €
map_02;65;41,55 €;12.000 €
map_02;66;41,55 €;12.000 €
map_02;67;41,55 €;12.000 €
map_02;68;41,55 €;12.000 €
map_02;69;41,55 €;12.000 €
map_02;1;10,06 €;30.000 €
map_02;2;10,06 €;30.000 €
map_02;3;10,06 €;30.000 €
map_02;4;10,06 €;30.000 €
map_02;5;10,06 €;30.000 €
map_02;6;10,06 €;30.000 €
map_02;7;10,06 €;30.000 €
map_02;8;10,06 €;30.000 €
map_02;9;10,06 €;30.000 €
map_02;10;10,06 €;30.000 €
map_02;11;10,06 €;30.000 €
map_02;12;10,06 €;30.000 €
map_02;13;10,06 €;30.000 €
map_02;14;10,06 €;30.000 €
map_02;15;10,06 €;30.000 €
map_02;16;10,06 €;30.000 €
map_02;17;10,06 €;30.000 €
map_02;18;10,06 €;30.000 €
map_02;19;10,06 €;30.000 €
map_02;20;10,06 €;30.000 €
map_02;21;10,06 €;30.000 €
map_02;22;10,06 €;30.000 €
map_02;23;10,06 €;30.000 €
map_02;24;10,06 €;30.000 €
map_02;25;10,06 €;30.000 €
map_02;26;10,06 €;30.000 €
map_02;27;10,06 €;30.000 €
map_02;28;10,06 €;30.000 €
map_02;29;10,06 €;30.000 €
map_02;30;10,46 €;30.000 €
map_02;31;10,46 €;30.000 €
map_02;32;10,46 €;30.000 €
map_02;33;10,46 €;30.000 €
map_02;34;10,46 €;30.000 €
map_02;35;11,80 €;30.000 €
map_02;36;11,80 €;30.000 €
map_02;37;11,80 €;30.000 €
map_02;38;11,80 €;30.000 €
map_02;39;11,80 €;30.000 €
map_02;40;14,37 €;30.000 €
map_02;41;14,37 €;30.000 €
map_02;42;14,37 €;30.000 €
map_02;43;14,37 €;30.000 €
map_02;44;14,37 €;30.000 €
map_02;45;20,76 €;30.000 €
map_02;46;20,76 €;30.000 €
map_02;47;20,76 €;30.000 €
map_02;48;20,76 €;30.000 €
map_02;49;20,76 €;30.000 €
map_02;50;29,57 €;30.000 €
map_02;51;29,57 €;30.000 €
map_02;52;29,57 €;30.000 €
map_02;53;29,57 €;30.000 €
map_02;54;29,57 €;30.000 €
map_02;55;52,29 €;30.000 €
map_02;56;52,29 €;30.000 €
map_02;57;52,29 €;30.000 €
map_02;58;52,29 €;30.000 €
map_02;59;52,29 €;30.000 €
map_02;60;73,74 €;30.000 €
map_02;61;73,74 €;30.000 €
map_02;62;73,74 €;30.000 €
map_02;63;73,74 €;30.000 €
map_02;64;73,74 €;30.000 €
map_02;65;100,53 €;30.000 €
map_02;66;100,53 €;30.000 €
map_02;67;100,53 €;30.000 €
map_02;68;100,53 €;30.000 €
map_02;69;100,53 €;30.000 €
map_02;1;15,29 €;50.000 €
map_02;2;15,29 €;50.000 €
map_02;3;15,29 €;50.000 €
map_02;4;15,29 €;50.000 €
map_02;5;15,29 €;50.000 €
map_02;6;15,29 €;50.000 €
map_02;7;15,29 €;50.000 €
map_02;8;15,29 €;50.000 €
map_02;9;15,29 €;50.000 €
map_02;10;15,29 €;50.000 €
map_02;11;15,29 €;50.000 €
map_02;12;15,29 €;50.000 €
map_02;13;15,29 €;50.000 €
map_02;14;15,29 €;50.000 €
map_02;15;15,29 €;50.000 €
map_02;16;15,29 €;50.000 €
map_02;17;15,29 €;50.000 €
map_02;18;15,29 €;50.000 €
map_02;19;15,29 €;50.000 €
map_02;20;15,29 €;50.000 €
map_02;21;15,29 €;50.000 €
map_02;22;15,29 €;50.000 €
map_02;23;15,29 €;50.000 €
map_02;24;15,29 €;50.000 €
map_02;25;15,29 €;50.000 €
map_02;26;15,29 €;50.000 €
map_02;27;15,29 €;50.000 €
map_02;28;15,29 €;50.000 €
map_02;29;15,29 €;50.000 €
map_02;30;15,95 €;50.000 €
map_02;31;15,95 €;50.000 €
map_02;32;15,95 €;50.000 €
map_02;33;15,95 €;50.000 €
map_02;34;15,95 €;50.000 €
map_02;35;18,18 €;50.000 €
map_02;36;18,18 €;50.000 €
map_02;37;18,18 €;50.000 €
map_02;38;18,18 €;50.000 €
map_02;39;18,18 €;50.000 €
map_02;40;22,47 €;50.000 €
map_02;41;22,47 €;50.000 €
map_02;42;22,47 €;50.000 €
map_02;43;22,47 €;50.000 €
map_02;44;22,47 €;50.000 €
map_02;45;33,13 €;50.000 €
map_02;46;33,13 €;50.000 €
map_02;47;33,13 €;50.000 €
map_02;48;33,13 €;50.000 €
map_02;49;33,13 €;50.000 €
map_02;50;47,80 €;50.000 €
map_02;51;47,80 €;50.000 €
map_02;52;47,80 €;50.000 €
map_02;53;47,80 €;50.000 €
map_02;54;47,80 €;50.000 €
map_02;55;85,68 €;50.000 €
map_02;56;85,68 €;50.000 €
map_02;57;85,68 €;50.000 €
map_02;58;85,68 €;50.000 €
map_02;59;85,68 €;50.000 €
map_02;60;121,43 €;50.000 €
map_02;61;121,43 €;50.000 €
map_02;62;121,43 €;50.000 €
map_02;63;121,43 €;50.000 €
map_02;64;121,43 €;50.000 €
map_02;65;166,05 €;50.000 €
map_02;66;166,05 €;50.000 €
map_02;67;166,05 €;50.000 €
map_02;68;166,05 €;50.000 €
map_02;69;166,05 €;50.000 €
map_02;1;17,91 €;60.000 €
map_02;2;17,91 €;60.000 €
map_02;3;17,91 €;60.000 €
map_02;4;17,91 €;60.000 €
map_02;5;17,91 €;60.000 €
map_02;6;17,91 €;60.000 €
map_02;7;17,91 €;60.000 €
map_02;8;17,91 €;60.000 €
map_02;9;17,91 €;60.000 €
map_02;10;17,91 €;60.000 €
map_02;11;17,91 €;60.000 €
map_02;12;17,91 €;60.000 €
map_02;13;17,91 €;60.000 €
map_02;14;17,91 €;60.000 €
map_02;15;17,91 €;60.000 €
map_02;16;17,91 €;60.000 €
map_02;17;17,91 €;60.000 €
map_02;18;17,91 €;60.000 €
map_02;19;17,91 €;60.000 €
map_02;20;17,91 €;60.000 €
map_02;21;17,91 €;60.000 €
map_02;22;17,91 €;60.000 €
map_02;23;17,91 €;60.000 €
map_02;24;17,91 €;60.000 €
map_02;25;17,91 €;60.000 €
map_02;26;17,91 €;60.000 €
map_02;27;17,91 €;60.000 €
map_02;28;17,91 €;60.000 €
map_02;29;17,91 €;60.000 €
map_02;30;18,71 €;60.000 €
map_02;31;18,71 €;60.000 €
map_02;32;18,71 €;60.000 €
map_02;33;18,71 €;60.000 €
map_02;34;18,71 €;60.000 €
map_02;35;30,95 €;60.000 €
map_02;36;30,95 €;60.000 €
map_02;37;30,95 €;60.000 €
map_02;38;30,95 €;60.000 €
map_02;39;30,95 €;60.000 €
map_02;40;38,68 €;60.000 €
map_02;41;38,68 €;60.000 €
map_02;42;38,68 €;60.000 €
map_02;43;38,68 €;60.000 €
map_02;44;38,68 €;60.000 €
map_02;45;57,85 €;60.000 €
map_02;46;57,85 €;60.000 €
map_02;47;57,85 €;60.000 €
map_02;48;57,85 €;60.000 €
map_02;49;57,85 €;60.000 €
map_02;50;84,27 €;60.000 €
map_02;51;84,27 €;60.000 €
map_02;52;84,27 €;60.000 €
map_02;53;84,27 €;60.000 €
map_02;54;84,27 €;60.000 €
map_02;55;152,44 €;60.000 €
map_02;56;152,44 €;60.000 €
map_02;57;152,44 €;60.000 €
map_02;58;152,44 €;60.000 €
map_02;59;152,44 €;60.000 €
map_02;60;216,80 €;60.000 €
map_02;61;216,80 €;60.000 €
map_02;62;216,80 €;60.000 €
map_02;63;216,80 €;60.000 €
map_02;64;216,80 €;60.000 €
map_02;65;297,11 €;60.000 €
map_02;66;297,11 €;60.000 €
map_02;67;297,11 €;60.000 €
map_02;68;297,11 €;60.000 €
map_02;69;297,11 €;60.000 €
map_02;1;25,74 €;90.000 €
map_02;2;25,74 €;90.000 €
map_02;3;25,74 €;90.000 €
map_02;4;25,74 €;90.000 €
map_02;5;25,74 €;90.000 €
map_02;6;25,74 €;90.000 €
map_02;7;25,74 €;90.000 €
map_02;8;25,74 €;90.000 €
map_02;9;25,74 €;90.000 €
map_02;10;25,74 €;90.000 €
map_02;11;25,74 €;90.000 €
map_02;12;25,74 €;90.000 €
map_02;13;25,74 €;90.000 €
map_02;14;25,74 €;90.000 €
map_02;15;25,74 €;90.000 €
map_02;16;25,74 €;90.000 €
map_02;17;25,74 €;90.000 €
map_02;18;25,74 €;90.000 €
map_02;19;25,74 €;90.000 €
map_02;20;25,74 €;90.000 €
map_02;21;25,74 €;90.000 €
map_02;22;25,74 €;90.000 €
map_02;23;25,74 €;90.000 €
map_02;24;25,74 €;90.000 €
map_02;25;25,74 €;90.000 €
map_02;26;25,74 €;90.000 €
map_02;27;25,74 €;90.000 €
map_02;28;25,74 €;90.000 €
map_02;29;25,74 €;90.000 €
map_02;30;26,93 €;90.000 €
map_02;31;26,93 €;90.000 €
map_02;32;26,93 €;90.000 €
map_02;33;26,93 €;90.000 €
map_02;34;26,93 €;90.000 €
map_02;35;30,95 €;90.000 €
map_02;36;30,95 €;90.000 €
map_02;37;30,95 €;90.000 €
map_02;38;30,95 €;90.000 €
map_02;39;30,95 €;90.000 €
map_02;40;38,68 €;90.000 €
map_02;41;38,68 €;90.000 €
map_02;42;38,68 €;90.000 €
map_02;43;38,68 €;90.000 €
map_02;44;38,68 €;90.000 €
map_02;45;57,85 €;90.000 €
map_02;46;57,85 €;90.000 €
map_02;47;57,85 €;90.000 €
map_02;48;57,85 €;90.000 €
map_02;49;57,85 €;90.000 €
map_02;50;84,27 €;90.000 €
map_02;51;84,27 €;90.000 €
map_02;52;84,27 €;90.000 €
map_02;53;84,27 €;90.000 €
map_02;54;84,27 €;90.000 €
map_02;55;152,44 €;90.000 €
map_02;56;152,44 €;90.000 €
map_02;57;152,44 €;90.000 €
map_02;58;152,44 €;90.000 €
map_02;59;152,44 €;90.000 €
map_02;60;216,80 €;90.000 €
map_02;61;216,80 €;90.000 €
map_02;62;216,80 €;90.000 €
map_02;63;216,80 €;90.000 €
map_02;64;216,80 €;90.000 €
map_02;65;297,11 €;90.000 €
map_02;66;297,11 €;90.000 €
map_02;67;297,11 €;90.000 €
map_02;68;297,11 €;90.000 €
map_02;69;297,11 €;90.000 €
map_02;1;28,36 €;100.000 €
map_02;2;28,36 €;100.000 €
map_02;3;28,36 €;100.000 €
map_02;4;28,36 €;100.000 €
map_02;5;28,36 €;100.000 €
map_02;6;28,36 €;100.000 €
map_02;7;28,36 €;100.000 €
map_02;8;28,36 €;100.000 €
map_02;9;28,36 €;100.000 €
map_02;10;28,36 €;100.000 €
map_02;11;28,36 €;100.000 €
map_02;12;28,36 €;100.000 €
map_02;13;28,36 €;100.000 €
map_02;14;28,36 €;100.000 €
map_02;15;28,36 €;100.000 €
map_02;16;28,36 €;100.000 €
map_02;17;28,36 €;100.000 €
map_02;18;28,36 €;100.000 €
map_02;19;28,36 €;100.000 €
map_02;20;28,36 €;100.000 €
map_02;21;28,36 €;100.000 €
map_02;22;28,36 €;100.000 €
map_02;23;28,36 €;100.000 €
map_02;24;28,36 €;100.000 €
map_02;25;28,36 €;100.000 €
map_02;26;28,36 €;100.000 €
map_02;27;28,36 €;100.000 €
map_02;28;28,36 €;100.000 €
map_02;29;28,36 €;100.000 €
map_02;30;29,69 €;100.000 €
map_02;31;29,69 €;100.000 €
map_02;32;29,69 €;100.000 €
map_02;33;29,69 €;100.000 €
map_02;34;29,69 €;100.000 €
map_02;35;34,14 €;100.000 €
map_02;36;34,14 €;100.000 €
map_02;37;34,14 €;100.000 €
map_02;38;34,14 €;100.000 €
map_02;39;34,14 €;100.000 €
map_02;40;42,72 €;100.000 €
map_02;41;42,72 €;100.000 €
map_02;42;42,72 €;100.000 €
map_02;43;42,72 €;100.000 €
map_02;44;42,72 €;100.000 €
map_02;45;64,02 €;100.000 €
map_02;46;64,02 €;100.000 €
map_02;47;64,02 €;100.000 €
map_02;48;64,02 €;100.000 €
map_02;49;64,02 €;100.000 €
map_02;50;93,39 €;100.000 €
map_02;51;93,39 €;100.000 €
map_02;52;93,39 €;100.000 €
map_02;53;93,39 €;100.000 €
map_02;54;93,39 €;100.000 €
map_02;55;169,14 €;100.000 €
map_02;56;169,14 €;100.000 €
map_02;57;169,14 €;100.000 €
map_02;58;169,14 €;100.000 €
map_02;59;169,14 €;100.000 €
map_02;60;240,64 €;100.000 €
map_02;61;240,64 €;100.000 €
map_02;62;240,64 €;100.000 €
map_02;63;240,64 €;100.000 €
map_02;64;240,64 €;100.000 €
map_02;65;329,88 €;100.000 €
map_02;66;329,88 €;100.000 €
map_02;67;329,88 €;100.000 €
map_02;68;329,88 €;100.000 €
map_02;69;329,88 €;100.000 €